id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13
1,0,1376314846.0,1.0,2599.999724,34.6666629867,1.33333333333,2097152.0,127225.333333,0.0,4.6,0.0,0.2
1,0,1376315146.0,1.0,2599.999724,39.8666624347,1.53333333333,2097152.0,152391.2,0.0,5.06666666667,0.0,0.266666666667
1,0,1376315446.0,1.0,2599.999724,84.9333243173,3.26666666667,2097152.0,289405.333333,138.866666667,25.1333333333,0.0666666666667,0.6
1,0,1376315746.0,1.0,2599.999724,31.199996688,1.2,2097152.0,833265.866667,0.0,7.13333333333,0.0,0.2
1,0,1376316046.0,1.0,2599.999724,31.199996688,1.2,2097152.0,327153.333333,35.2666666667,7.73333333333,0.0,0.2
1,0,1376316646.0,1.0,2599.999724,31.199996688,1.2,2097152.0,194334.666667,0.0,5.6,0.0,0.2
1,0,1376316946.0,1.0,2599.999724,29.4666635387,1.13333333333,2097152.0,142604.8,0.0,5.13333333333,0.0,0.266666666667
1,0,1376317246.0,1.0,2599.999724,27.7333303893,1.06666666667,2097152.0,121633.6,0.0,5.13333333333,0.0,0.266666666667
1,0,1376317546.0,1.0,2599.999724,36.399996136,1.4,2097152.0,226490.4,12.5333333333,15.3333333333,0.0,0.8
1,0,1376317846.0,1.0,2599.999724,27.7333303893,1.06666666667,2097152.0,157984.266667,0.0,5.66666666667,0.0,0.333333333333
1,0,1376318146.0,1.0,2599.999724,29.4666635387,1.13333333333,2097152.0,109050.4,0.0,4.8,0.0,0.4
1,0,1376318446.0,1.0,2599.999724,31.199996688,1.2,2097152.0,169168.533333,0.0,5.0,0.0,0.266666666667
1,0,1376318746.0,1.0,2599.999724,29.4666635387,1.13333333333,2097152.0,153788.8,0.0,4.86666666667,0.0,0.4
1,0,1376319046.0,1.0,2599.999724,31.199996688,1.2,2097152.0,170566.666667,0.0,4.93333333333,0.0,0.333333333333
1,0,1376319346.0,1.0,2599.999724,31.199996688,1.2,2097152.0,130022.4,0.0,4.66666666667,0.0,0.2
1,0,1376319646.0,1.0,2599.999724,29.4666635387,1.13333333333,2097152.0,124429.866667,0.0,5.86666666667,0.0,0.2
1,0,1376319946.0,1.0,2599.999724,36.399996136,1.4,2097152.0,138410.666667,0.0,5.66666666667,0.666666666667,4.4
1,0,1376320246.0,1.0,2599.999724,25.99999724,1.0,2097152.0,152391.466667,0.0,4.93333333333,0.0,0.133333333333
1,0,1376320546.0,1.0,2599.999724,31.199996688,1.2,2097152.0,131420.0,0.0,5.46666666667,0.0,0.333333333333
1,0,1376320846.0,1.0,2599.999724,27.7333303893,1.06666666667,2097152.0,121632.8,0.0,5.06666666667,0.0,0.2
1,0,1376321146.0,1.0,2599.999724,34.6666629867,1.33333333333,2097152.0,178954.666667,0.0,6.2,0.0,0.866666666667
1,0,1376321446.0,1.0,2599.999724,31.199996688,1.2,2097152.0,142604.8,0.0,5.06666666667,0.0,0.333333333333
1,0,1376321746.0,1.0,2599.999724,31.199996688,1.2,2097152.0,132818.666667,0.0,4.73333333333,0.0,0.333333333333
1,0,1376322046.0,1.0,2599.999724,29.4666635387,1.13333333333,2097152.0,124429.866667,0.0,4.86666666667,0.0,0.2
1,0,1376322346.0,1.0,2599.999724,24.2666640907,0.933333333333,2097152.0,150993.6,0.0,4.93333333333,0.0,0.266666666667
1,0,1376322647.0,1.0,2599.999724,27.7333303893,1.06666666667,2097152.0,128624.266667,0.0,5.4,0.0,0.266666666667
1,0,1376322947.0,1.0,2599.999724,27.7333303893,1.06666666667,2097152.0,110447.733333,0.0,4.86666666667,0.0,0.333333333333
1,0,1376323247.0,1.0,2599.999724,27.7333303893,1.06666666667,2097152.0,130021.6,0.0,4.8,0.0,0.266666666667
1,0,1376323547.0,1.0,2599.999724,38.1333292853,1.46666666667,2097152.0,138411.2,0.0,5.73333333333,0.666666666667,4.53333333333
1,0,1376323847.0,1.0,2599.999724,29.4666635387,1.13333333333,2097152.0,141206.666667,0.0,4.66666666667,0.0,0.4
1,0,1376324147.0,1.0,2599.999724,31.199996688,1.2,2097152.0,121633.6,0.0,5.53333333333,0.0,0.466666666667
1,0,1376324447.0,1.0,2599.999724,31.199996688,1.2,2097152.0,139809.333333,0.0,16.6,0.0,0.333333333333
1,0,1376324747.0,1.0,2599.999724,36.399996136,1.4,2097152.0,134216.8,0.0,6.8,0.0,0.933333333333
1,0,1376325047.0,1.0,2599.999724,36.399996136,1.4,2097152.0,137012.8,0.0,6.4,0.0,0.4
1,0,1376325347.0,1.0,2599.999724,46.799995032,1.8,2097152.0,201324.266667,0.0,8.33333333333,0.0,0.4
1,0,1376325647.0,1.0,2599.999724,25.99999724,1.0,2097152.0,164974.133333,0.0,6.6,0.0,0.333333333333
1,0,1376325947.0,1.0,2599.999724,27.7333303893,1.06666666667,2097152.0,141207.466667,0.0,5.13333333333,0.0,0.4
1,0,1376326247.0,1.0,2599.999724,29.4666635387,1.13333333333,2097152.0,123031.733333,0.0,5.13333333333,0.0,0.266666666667
1,0,1376326547.0,1.0,2599.999724,31.199996688,1.2,2097152.0,135614.933333,0.0,4.86666666667,0.0,0.466666666667
1,0,1376326847.0,1.0,2599.999724,31.199996688,1.2,2097152.0,135614.666667,0.0,5.13333333333,0.0,0.266666666667
1,0,1376327147.0,1.0,2599.999724,39.8666624347,1.53333333333,2097152.0,157983.733333,0.0,5.6,0.666666666667,4.93333333333
